PEI-CTAB Micelles		
0.091302	6707410	137.4417
0.097824	6251867	136.87781
0.10435	5924624	136.19099
0.11087	5736196	135.34821
0.11739	5287996	134.6582
0.12391	4595441	134.27609
0.13043	3906753	133.7079
0.13695	3422628	132.836
0.14347	3034823	131.9066
0.15000001	2762242	131.5511
0.15651999	2664997	131.5724
0.16304	2605858	130.96809
0.16956	2368432	130.2043
0.17608	2019174	129.8287
0.18260001	1852102	129.47501
0.18912999	1755431	128.7626
0.19565	1627338	128.0905
0.20217	1499515	127.603
0.20869	1339976	127.0748
0.21521001	1158972	126.5093
0.22172999	1032904	125.9946
0.22825	954212.88	125.3987
0.23478	898648.38	124.9191
0.2413	830919.12	124.6873
0.24782	771803.31	124.4201
0.25433999	721385.88	124.0111
0.26086	660135.69	123.6166
0.26738	569447.62	123.1226
0.27390999	473396.41	122.3651
0.28042999	424042.69	121.6459
0.28694999	411845.09	121.3769
0.29347	396588.91	121.2918
0.29999	351684.41	120.8681
0.30651	313830.31	120.5288
0.31303	283245.19	120.3525
0.31955999	263455.09	120.0581
0.32607999	246834.7	119.505
0.3326	218276.09	118.8819
0.33912	190744.3	118.5618
0.34564	172896.09	118.6582
0.35216001	166200.5	119.0121
0.35868999	160773.3	119.0851
0.36521	154388.09	118.7652
0.37173	138288.41	118.3039
0.37825	115504.9	117.8997
0.38477001	100537.3	117.5363
0.39129001	93861.656	117.216
0.39781001	84970.773	117.0158
0.40434	73310.25	116.7608
0.41086	67133.133	116.7005
0.41738001	60893.539	116.6941
0.42390001	55903.141	116.4896
0.43042001	52232.859	115.9802
0.43694001	48293.34	115.7176
0.44345999	46144.02	115.6737
0.44999	43537.699	115.1698
0.45651001	38700.609	114.77
0.46303001	34098.379	114.6088
0.46955001	30581.039	114.22
0.47606999	26687.609	113.5551
0.48258999	22495.439	112.9515
0.48910999	19919.029	112.5006
0.49564001	19567.23	112.3777
0.50216001	19334.27	112.4996
0.50867999	17600.24	112.6756
0.51520002	15820.25	112.6861
0.52171999	15892.38	112.5387
0.52824003	15440.69	112.2173
0.53477001	13429.11	111.976
0.54128999	12647.15	112.0101
0.54781002	12835.75	111.766
0.55432999	11637.07	111.2652
0.56085002	10298.07	110.9514
0.56737	9648.0166	110.7861
0.57388997	8541.3877	110.5828
0.58041	7789.3638	110.5012
0.58693999	7685.1221	110.3652
0.59346002	7520.1641	110.0671
0.59998	7104.7368	110.017
0.60650003	6825.5352	109.9592
0.61302	6030.6079	109.4823
0.61953998	5115.9448	108.9633
0.62606001	5064.2871	108.6163
0.63259	5542.8569	108.4398
0.63911003	5676.0151	108.4051
0.64563	5250.1079	108.1652
0.65214998	4997.8589	108.0454
0.65867001	4958.7109	108.182
0.66518998	5275.9482	108.3618
0.67171001	5697.6089	108.5512
0.67824	5818.0649	108.6212
0.68475997	5076.5479	108.4928
0.69128001	4072.4141	108.0527
0.69779998	4068.3989	107.5564
0.70432001	4411.8691	107.2127
0.71083999	4211.2759	107.0401
0.71736002	3841.3149	107.0829
0.72387999	3510.4241	106.962
0.73040998	3488.49	106.5333
0.73693001	3933.8469	106.1826
0.74344999	4391.3628	106.2925
0.74997002	4404.291	106.5812
0.75648999	3916.4661	106.6226
0.76301003	3608.0659	106.4413
0.76953	4281.7129	106.3809
0.77605999	4975.1841	106.3352
0.78258002	4670.5952	105.9905
0.78909999	4556.7339	105.5111
0.79562002	5014.6001	105.3452
0.80214	4879.332	105.4838
0.80865997	4001.925	105.4533
0.81518	3536.8159	105.0572
0.82169998	3900.7791	104.9481
0.82823002	4674.0669	105.3161
0.83475	5495.1172	105.7296
0.84127003	5750.1821	105.5485
0.84779	5260.353	104.6975
0.85430998	4704.2598	104.161
0.86083001	4195.3979	104.3025
0.86734998	4126.4458	104.5393
0.87387002	4784.9189	104.5489
0.8804	5373.646	104.3778
0.88691998	5590.9341	104.1263
0.89344001	5461.0459	104.1533
0.89995998	4806.4639	104.3143
0.90648001	4509.8408	104.3675
0.91299999	4875.6431	104.4312
0.91952002	5526.7041	104.2726
0.92603999	5935.1689	103.8205
0.93256003	5336.5049	103.4865
0.93909001	4747.502	103.4737
0.94560999	4831.0811	103.3499
0.95213002	4500.8398	102.7965
0.95864999	4332.604	102.6322
0.96517003	4868.3579	103.1725
0.97169	5729.2251	103.5366
0.97820997	6120.4722	103.2436
0.98473001	5526.0181	102.7355
0.99124998	5135.3398	102.7479
0.99778003	5011.5449	103.1729
1.0043	5251.7461	103.186
1.0108	5677.4648	102.9039
1.0173	5425.5088	102.845
1.0239	5309.917	102.7935
1.0304	5341.834	102.5805
1.0369	5361.8999	102.3448
1.0434	5581.0889	101.9761
1.0499001	5461.6558	101.784
1.0565	4914.9751	102.0077
1.063	5741.1328	102.6455
1.0695	6489.3408	102.7063
1.076	5310.5068	102.0347
1.0825	4107.9722	101.8436
1.0891	3775.6489	101.9241
1.0956	4305.2261	101.8214
1.1021	5036.5752	101.8094
1.1086	4980.1431	101.7492
1.1152	4970.396	101.65
1.1217	5817.7529	101.4214
1.1282001	6229.0391	101.1597
1.1346999	5117.9028	101.1475
1.1411999	3877.5649	101.0892
1.1478	4160.958	100.8508
1.1543	5354.9141	100.5438
1.1608	5649.0381	100.4115
1.1673	4947.3428	100.4193
1.1738	4078.0281	100.3859
1.1804	4188.3408	100.365
1.1869	5376.749	100.5855
1.1934	5699.2759	101.0188
1.1999	5150.7852	101.4788
1.2064	4762.0122	101.6244
1.2130001	4262.6899	101.0975
1.2194999	3791.9729	100.5047
1.226	4212.9922	100.372
1.2325	5238.7612	100.5438
1.2391	5279.7158	100.8063
1.2456	4996.1118	100.8199
1.2521	5212.8389	100.5087
1.2586	4654.438	100.2962
1.2651	3918.8359	100.5028
1.2717	3851.7029	100.6721
1.2782	5392.3818	100.3625
1.2847	6354.1362	99.745361
1.2912	4970.1602	99.258781
1.2977	5081.7671	99.386909
1.3043	6050.2261	99.898468
1.3108	5467.3262	100.1504
1.3173	4795.5679	100.2232
1.3238	4491.561	100.1952
1.3303	4288.2202	100.1549
1.3369	4737.23	100.221
1.3434	4792.48	100.1603
1.3499	4593.9351	100.1343
1.3564	4790.9189	100.1462
1.3629	4139.9961	99.954773
1.3695	3272.0249	99.597061
1.376	3598.3831	99.37571
1.3825001	3912.6621	99.135788
1.3890001	3573.0129	98.959427
1.3954999	3584.4561	99.034012
1.4021	3901.6641	99.348259
1.4086	3846.6189	99.717232
1.4151	3876.8159	99.661308
1.4216	3170.585	99.266449
1.4282	2338.2119	98.974792
1.4347	2704.2041	98.919098
1.4412	3487.446	99.04026
1.4477	3112.019	99.019142
1.4542	2971.408	98.850952
1.4608001	3595.4839	98.871582
1.4673001	3788.2629	98.824341
1.4737999	3407.8191	98.687424
1.4802999	3238.0249	98.579872
1.4868	3340.4919	98.829887
1.4934	3367.1211	99.028259
1.4999	3603.8149	98.648613
1.5064	4290.896	98.463432
1.5129	4403.8628	98.585678
1.5194	3403.947	98.382156
1.526	3160.1541	98.109467
1.5325	3836.8701	98.459091
1.539	4785.4678	99.116562
1.5455	4650.8291	99.266113
1.552	2738.4819	99.020859
1.5585999	1732.907	98.843147
1.5651	2475.9131	98.992767
1.5716	3753.5271	98.855637
1.5781	3507.0291	98.235092
1.5846	2492.396	97.835274
1.5912	2035.958	98.031387
1.5977	2403.7759	98.234749
1.6042	3317.5659	98.139809
1.6107	3418.4551	98.038612
1.6172	2397.584	98.337921
1.6238	1466.708	98.469933
1.6303	1741.104	98.220009
1.6368001	2766.571	98.064758
1.6433001	2971.146	97.910072
1.6497999	2872.072	97.966049
1.6564	3063.998	98.468071
1.6629	2913.957	98.574898
1.6694	2438.5391	98.161598
1.6759	2536.436	98.165718
1.6824	2914.2451	98.380852
1.689	3153.833	98.24337
1.6955	3009.6819	98.091759
1.702	2244.6899	98.119049
1.7085	1830.098	98.194107
1.715	1618.991	98.203239
1.7216001	1024.672	98.225647
1.7280999	856.1817	98.210587
1.7345999	1345.546	97.982063
1.7411	1876.585	97.832001
1.7476	1653.7	97.936661
1.7542	1295.452	98.105476
1.7607	1305.196	97.886757
1.7672	1396.53	97.797897
1.7737	1581.674	98.013268
1.7802	2129.6321	98.076233
1.7868	2241.6389	97.87999
1.7933	2064.5149	97.607117
1.7998	1805.746	97.31868
1.8063	1794.634	97.102753
1.8128	2004.642	96.983276
1.8194	1420.257	96.98954
1.8259	878.26532	97.021011
1.8324	765.07703	97.155312
1.8389	896.35358	97.354538
1.8454	1058.42	97.57402
1.852	999.42383	97.820953
1.8585	774.91821	97.708412
1.865	753.91528	97.3349
1.8715	1223.24	97.122658
1.878	1531.766	97.019089
1.8846	1095.059	97.198212
1.8911	1201.8361	97.520348
1.8976001	1513.588	97.589218
1.9040999	1460.908	97.694122
1.9105999	1251.606	97.653679
1.9172	1095.983	97.540451
1.9237	1441.778	97.743973
1.9302	2028.543	97.95108
1.9367	1823.29	98.052948
1.9432	1501.213	98.141159
1.9498	2531.0129	98.241852
